Problem 2
Time: 0.0
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000

Time: 25.0
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
20.0000,18.4048,17.2195,16.5474,16.2527,16.1754,16.2527,16.5474,17.2195,18.4048,20.0000
20.0000,16.9708,14.7201,13.4439,12.8843,12.7374,12.8843,13.4439,14.7201,16.9708,20.0000
20.0000,15.8393,12.7480,10.9951,10.2266,10.0248,10.2266,10.9951,12.7480,15.8393,20.0000
20.0000,15.1170,11.4891,9.4321,8.5301,8.2933,8.5301,9.4321,11.4891,15.1170,20.0000
20.0000,14.8690,11.0569,8.8954,7.9477,7.6989,7.9477,8.8954,11.0569,14.8690,20.0000
20.0000,15.1170,11.4891,9.4321,8.5301,8.2933,8.5301,9.4321,11.4891,15.1170,20.0000
20.0000,15.8393,12.7480,10.9951,10.2266,10.0248,10.2266,10.9951,12.7480,15.8393,20.0000
20.0000,16.9708,14.7201,13.4439,12.8843,12.7374,12.8843,13.4439,14.7201,16.9708,20.0000
20.0000,18.4048,17.2195,16.5474,16.2527,16.1754,16.2527,16.5474,17.2195,18.4048,20.0000
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000

Time: 50.0
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
20.0000,19.4292,18.9388,18.5804,18.3696,18.3009,18.3696,18.5804,18.9388,19.4292,20.0000
20.0000,18.9143,17.9815,17.2998,16.8988,16.7682,16.8988,17.2998,17.9815,18.9143,20.0000
20.0000,18.5056,17.2218,16.2836,15.7316,15.5519,15.7316,16.2836,17.2218,18.5056,20.0000
20.0000,18.2433,16.7341,15.6311,14.9822,14.7709,14.9822,15.6311,16.7341,18.2433,20.0000
20.0000,18.1529,16.5660,15.4063,14.7240,14.5019,14.7240,15.4063,16.5660,18.1529,20.0000
20.0000,18.2433,16.7341,15.6311,14.9822,14.7709,14.9822,15.6311,16.7341,18.2433,20.0000
20.0000,18.5056,17.2218,16.2836,15.7316,15.5519,15.7316,16.2836,17.2218,18.5056,20.0000
20.0000,18.9143,17.9815,17.2998,16.8988,16.7682,16.8988,17.2998,17.9815,18.9143,20.0000
20.0000,19.4292,18.9388,18.5804,18.3696,18.3009,18.3696,18.5804,18.9388,19.4292,20.0000
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000

Time: 75.0
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
20.0000,19.7704,19.5660,19.4073,19.3077,19.2739,19.3077,19.4073,19.5660,19.7704,20.0000
20.0000,19.5632,19.1744,18.8727,18.6832,18.6189,18.6832,18.8727,19.1744,19.5632,20.0000
20.0000,19.3988,18.8637,18.4483,18.1876,18.0990,18.1876,18.4483,18.8637,19.3988,20.0000
20.0000,19.2933,18.6642,18.1759,17.8694,17.7653,17.8694,18.1759,18.6642,19.2933,20.0000
20.0000,19.2569,18.5955,18.0821,17.7598,17.6503,17.7598,18.0821,18.5955,19.2569,20.0000
20.0000,19.2933,18.6642,18.1759,17.8694,17.7653,17.8694,18.1759,18.6642,19.2933,20.0000
20.0000,19.3988,18.8637,18.4483,18.1876,18.0990,18.1876,18.4483,18.8637,19.3988,20.0000
20.0000,19.5632,19.1744,18.8727,18.6832,18.6189,18.6832,18.8727,19.1744,19.5632,20.0000
20.0000,19.7704,19.5660,19.4073,19.3077,19.2739,19.3077,19.4073,19.5660,19.7704,20.0000
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000

Time: 99.8
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
20.0000,19.9040,19.8178,19.7497,19.7063,19.6914,19.7063,19.7497,19.8178,19.9040,20.0000
20.0000,19.8174,19.6533,19.5239,19.4413,19.4130,19.4413,19.5239,19.6533,19.8174,20.0000
20.0000,19.7487,19.5229,19.3447,19.2310,19.1920,19.2310,19.3447,19.5229,19.7487,20.0000
20.0000,19.7046,19.4391,19.2297,19.0960,19.0502,19.0960,19.2297,19.4391,19.7046,20.0000
20.0000,19.6894,19.4102,19.1900,19.0495,19.0013,19.0495,19.1900,19.4102,19.6894,20.0000
20.0000,19.7046,19.4391,19.2297,19.0960,19.0502,19.0960,19.2297,19.4391,19.7046,20.0000
20.0000,19.7487,19.5229,19.3447,19.2310,19.1920,19.2310,19.3447,19.5229,19.7487,20.0000
20.0000,19.8174,19.6533,19.5239,19.4413,19.4130,19.4413,19.5239,19.6533,19.8174,20.0000
20.0000,19.9040,19.8178,19.7497,19.7063,19.6914,19.7063,19.7497,19.8178,19.9040,20.0000
20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
