
Time: 18.5
15.8192,18.2313,19.9774,21.1120,21.7743,22.1220,22.2845,22.3461,22.3461,22.2845,22.1220,21.7743,21.1120,19.9774,18.2313,15.8192
18.2313,21.1811,23.3164,24.7041,25.5140,25.9391,26.1380,26.2133,26.2133,26.1380,25.9391,25.5140,24.7041,23.3164,21.1811,18.2313
19.9774,23.3165,25.7336,27.3043,28.2212,28.7023,28.9274,29.0127,29.0127,28.9274,28.7023,28.2212,27.3043,25.7336,23.3165,19.9774
21.1121,24.7042,27.3045,28.9942,29.9804,30.4980,30.7401,30.8318,30.8318,30.7401,30.4980,29.9804,28.9942,27.3045,24.7042,21.1121
21.7748,25.5145,28.2217,29.9809,31.0077,31.5465,31.7986,31.8941,31.8941,31.7986,31.5465,31.0077,29.9809,28.2217,25.5145,21.7748
22.1235,25.9410,28.7044,30.5001,31.5482,32.0983,32.3556,32.4530,32.4530,32.3556,32.0983,31.5482,30.5001,28.7044,25.9410,22.1235
22.2895,26.1440,28.9343,30.7474,31.8057,32.3611,32.6208,32.7192,32.7192,32.6208,32.3611,31.8057,30.7474,28.9343,26.1440,22.2895
22.3615,26.2320,29.0338,30.8545,31.9171,32.4748,32.7357,32.8345,32.8345,32.7357,32.4748,31.9171,30.8545,29.0338,26.2320,22.3615
22.3899,26.2667,29.0731,30.8968,31.9612,32.5198,32.7811,32.8800,32.8800,32.7811,32.5198,31.9612,30.8968,29.0731,26.2667,22.3899
22.3999,26.2790,29.0871,30.9117,31.9767,32.5357,32.7971,32.8961,32.8961,32.7971,32.5357,31.9767,30.9117,29.0871,26.2790,22.3999
22.4023,26.2820,29.0904,30.9153,31.9805,32.5395,32.8009,32.8999,32.8999,32.8009,32.5395,31.9805,30.9153,29.0904,26.2820,22.4023

Time: 37.1
12.8136,14.6343,16.1393,17.3146,18.1779,18.7673,19.1276,19.2969,19.2969,19.1276,18.7673,18.1779,17.3146,16.1393,14.6343,12.8136
14.6347,16.8798,18.7356,20.1849,21.2493,21.9761,22.4203,22.6291,22.6291,22.4203,21.9761,21.2493,20.1849,18.7356,16.8798,14.6347
16.1417,18.7379,20.8840,22.5599,23.7908,24.6312,25.1450,25.3864,25.3864,25.1450,24.6312,23.7908,22.5599,20.8840,18.7379,16.1417
17.3218,20.1930,22.5664,24.4198,25.7812,26.7106,27.2787,27.5458,27.5458,27.2787,26.7106,25.7812,24.4198,22.5664,20.1930,17.3218
18.1958,21.2707,23.8124,25.7973,27.2551,28.2505,28.8589,29.1449,29.1449,28.8589,28.2505,27.2551,25.7973,23.8124,21.2707,18.1958
18.8076,22.0250,24.6846,26.7615,28.2869,29.3284,29.9651,30.2643,30.2643,29.9651,29.3284,28.2869,26.7615,24.6846,22.0250,18.8076
19.2120,22.5237,25.2611,27.3989,28.9690,30.0410,30.6963,31.0042,31.0042,30.6963,30.0410,28.9690,27.3989,25.2611,22.5237,19.2120
19.4638,22.8341,25.6200,27.7956,29.3935,30.4845,31.1514,31.4648,31.4648,31.1514,30.4845,29.3935,27.7956,25.6200,22.8341,19.4638
19.6093,23.0136,25.8275,28.0250,29.6390,30.7410,31.4146,31.7311,31.7311,31.4146,30.7410,29.6390,28.0250,25.8275,23.0136,19.6093
19.6830,23.1043,25.9325,28.1411,29.7632,30.8707,31.5477,31.8659,31.8659,31.5477,30.8707,29.7632,28.1411,25.9325,23.1043,19.6830
19.7052,23.1318,25.9643,28.1762,29.8008,30.9099,31.5880,31.9066,31.9066,31.5880,30.9099,29.8008,28.1762,25.9643,23.1318,19.7052

Time: 55.6
11.2290,12.7046,13.9822,15.0417,15.8761,16.4889,16.8891,17.0862,17.0862,16.8891,16.4889,15.8761,15.0417,13.9822,12.7046,11.2290
12.7071,14.5328,16.1137,17.4245,18.4569,19.2151,19.7103,19.9542,19.9542,19.7103,19.2151,18.4569,17.4245,16.1137,14.5328,12.7071
13.9942,16.1249,17.9697,19.4995,20.7043,21.5892,22.1670,22.4517,22.4517,22.1670,21.5892,20.7043,19.4995,17.9697,16.1249,13.9942
15.0738,17.4602,19.5266,21.2400,22.5894,23.5805,24.2277,24.5465,24.5465,24.2277,23.5805,22.5894,21.2400,19.5266,17.4602,15.0738
15.9453,18.5381,20.7832,22.6448,24.1110,25.1877,25.8909,26.2373,26.2373,25.8909,25.1877,24.1110,22.6448,20.7832,18.5381,15.9453
16.6211,19.3740,21.7577,23.7343,25.2910,26.4342,27.1808,27.5486,27.5486,27.1808,26.4342,25.2910,23.7343,21.7577,19.3740,16.6211
17.1229,19.9948,22.4814,24.5433,26.1672,27.3598,28.1387,28.5223,28.5223,28.1387,27.3598,26.1672,24.5433,22.4814,19.9948,17.1229
17.4767,20.4324,22.9916,25.1136,26.7850,28.0124,28.8140,29.2088,29.2088,28.8140,28.0124,26.7850,25.1136,22.9916,20.4324,17.4767
17.7079,20.7183,23.3249,25.4863,27.1885,28.4387,29.2551,29.6573,29.6573,29.2551,28.4387,27.1885,25.4863,23.3249,20.7183,17.7079
17.8374,20.8785,23.5116,25.6950,27.4147,28.6776,29.5023,29.9086,29.9086,29.5023,28.6776,27.4147,25.6950,23.5116,20.8785,17.8374
17.8790,20.9299,23.5716,25.7621,27.4873,28.7543,29.5817,29.9893,29.9893,29.5817,28.7543,27.4873,25.7621,23.5716,20.9299,17.8790

Time: 199.1
7.0475,7.5390,7.9800,8.3617,8.6766,8.9184,9.0823,9.1651,9.1651,9.0823,8.9184,8.6766,8.3617,7.9800,7.5390,7.0475
7.5457,8.1568,8.7051,9.1797,9.5712,9.8719,10.0757,10.1786,10.1786,10.0757,9.8719,9.5712,9.1797,8.7051,8.1568,7.5457
8.0099,8.7325,9.3808,9.9420,10.4049,10.7603,11.0013,11.1230,11.1230,11.0013,10.7603,10.4049,9.9420,9.3808,8.7325,8.0099
8.4342,9.2586,9.9982,10.6385,11.1667,11.5722,11.8471,11.9860,11.9860,11.8471,11.5722,11.1667,10.6385,9.9982,9.2586,8.4342
8.8129,9.7282,10.5495,11.2604,11.8468,12.2971,12.6023,12.7565,12.7565,12.6023,12.2971,11.8468,11.2604,10.5495,9.7282,8.8129
9.1415,10.1357,11.0277,11.7998,12.4368,12.9259,13.2574,13.4248,13.4248,13.2574,12.9259,12.4368,11.7998,11.0277,10.1357,9.1415
9.4158,10.4758,11.4269,12.2502,12.9293,13.4508,13.8043,13.9828,13.9828,13.8043,13.4508,12.9293,12.2502,11.4269,10.4758,9.4158
9.6325,10.7446,11.7423,12.6060,13.3185,13.8656,14.2364,14.4237,14.4237,14.2364,13.8656,13.3185,12.6060,11.7423,10.7446,9.6325
9.7891,10.9388,11.9703,12.8632,13.5997,14.1653,14.5487,14.7423,14.7423,14.5487,14.1653,13.5997,12.8632,11.9703,10.9388,9.7891
