
Time: 49.8
11.6457,13.2141,14.5579,15.6576,16.5109,17.1282,17.5260,17.7202,17.7202,17.5260,17.1282,16.5109,15.6576,14.5579,13.2141,11.6457
13.2158,15.1547,16.8160,18.1755,19.2303,19.9934,20.4853,20.7253,20.7253,20.4853,19.9934,19.2303,18.1755,16.8160,15.1547,13.2158
14.5662,16.8238,18.7582,20.3411,21.5693,22.4579,23.0305,23.3101,23.3101,23.0305,22.4579,21.5693,20.3411,18.7582,16.8238,14.5662
15.6805,18.2010,20.3607,22.1280,23.4993,24.4914,25.1307,25.4428,25.4428,25.1307,24.4914,23.4993,22.1280,20.3607,18.2010,15.6805
16.5617,19.2903,21.6281,23.5413,25.0257,26.0996,26.7917,27.1296,27.1296,26.7917,26.0996,25.0257,23.5413,21.6281,19.2903,16.5617
17.2290,20.1150,22.5878,24.6113,26.1814,27.3173,28.0494,28.4067,28.4067,28.0494,27.3173,26.1814,24.6113,22.5878,20.1150,17.2290
17.7114,20.7113,23.2816,25.3850,27.0171,28.1977,28.9586,29.3301,29.3301,28.9586,28.1977,27.0171,25.3850,23.2816,20.7113,17.7114
18.0422,21.1200,23.7573,25.9154,27.5899,28.8013,29.5820,29.9631,29.9631,29.5820,28.8013,27.5899,25.9154,23.7573,21.1200,18.0422
18.2526,21.3801,24.0599,26.2528,27.9543,29.1852,29.9786,30.3658,30.3658,29.9786,29.1852,27.9543,26.2528,24.0599,21.3801,18.2526
18.3680,21.5227,24.2258,26.4378,28.1542,29.3958,30.1960,30.5866,30.5866,30.1960,29.3958,28.1542,26.4378,24.2258,21.5227,18.3680
18.4046,21.5680,24.2785,26.4965,28.2176,29.4626,30.2650,30.6567,30.6567,30.2650,29.4626,28.2176,26.4965,24.2785,21.5680,18.4046

Time: 99.5
9.1950,10.2000,11.0972,11.8692,12.5021,12.9853,13.3113,13.4754,13.4754,13.3113,12.9853,12.5021,11.8692,11.0972,10.2000,9.1950
10.2079,11.4557,12.5695,13.5280,14.3136,14.9135,15.3182,15.5220,15.5220,15.3182,14.9135,14.3136,13.5280,12.5695,11.4557,10.2079
11.1331,12.6025,13.9142,15.0429,15.9682,16.6746,17.1512,17.3912,17.3912,17.1512,16.6746,15.9682,15.0429,13.9142,12.6025,11.1331
11.9581,13.6252,15.1134,16.3939,17.4436,18.2450,18.7858,19.0580,19.0580,18.7858,18.2450,17.4436,16.3939,15.1134,13.6252,11.9581
12.6747,14.5135,16.1550,17.5674,18.7252,19.6092,20.2056,20.5059,20.5059,20.2056,19.6092,18.7252,17.5674,16.1550,14.5135,12.6747
13.2786,15.2621,17.0327,18.5562,19.8052,20.7587,21.4020,21.7259,21.7259,21.4020,20.7587,19.8052,18.5562,17.0327,15.2621,13.2786
13.7685,15.8694,17.7448,19.3584,20.6813,21.6913,22.3727,22.7158,22.7158,22.3727,21.6913,20.6813,19.3584,17.7448,15.8694,13.7685
14.1456,16.3368,18.2929,19.9759,21.3557,22.4091,23.1198,23.4776,23.4776,23.1198,22.4091,21.3557,19.9759,18.2929,16.3368,14.1456
14.4122,16.6673,18.6803,20.4125,21.8325,22.9165,23.6480,24.0163,24.0163,23.6480,22.9165,21.8325,20.4125,18.6803,16.6673,14.4122
14.5709,16.8640,18.9110,20.6723,22.1162,23.2186,23.9624,24.3368,24.3368,23.9624,23.2186,22.1162,20.6723,18.9110,16.8640,14.5709
14.6236,16.9292,18.9875,20.7585,22.2104,23.3188,24.0667,24.4432,24.4432,24.0667,23.3188,22.2104,20.7585,18.9875,16.9292,14.6236

Time: 149.3
7.9010,8.5972,9.2216,9.7618,10.2071,10.5488,10.7803,10.8972,10.8972,10.7803,10.5488,10.2071,9.7618,9.2216,8.5972,7.9010
8.6057,9.4711,10.2471,10.9185,11.4720,11.8967,12.1845,12.3298,12.3298,12.1845,11.8967,11.4720,10.9185,10.2471,9.4711,8.6057
9.2595,10.2818,11.1986,11.9917,12.6456,13.1473,13.4873,13.6589,13.6589,13.4873,13.1473,12.6456,11.9917,11.1986,10.2818,9.2595
9.8539,11.0189,12.0636,12.9674,13.7124,14.2842,14.6716,14.8672,14.8672,14.6716,14.2842,13.7124,12.9674,12.0636,11.0189,9.8539
10.3816,11.6732,12.8315,13.8335,14.6596,15.2935,15.7230,15.9399,15.9399,15.7230,15.2935,14.6596,13.8335,12.8315,11.6732,10.3816
10.8366,12.2374,13.4936,14.5804,15.4763,16.1638,16.6296,16.8648,16.8648,16.6296,16.1638,15.4763,14.5804,13.4936,12.2374,10.8366
11.2143,12.7057,14.0433,15.2003,16.1542,16.8862,17.3822,17.6326,17.6326,17.3822,16.8862,16.1542,15.2003,14.0433,12.7057,11.2143
11.5112,13.0739,14.4753,15.6877,16.6871,17.4541,17.9738,18.2362,18.2362,17.9738,17.4541,16.6871,15.6877,14.4753,13.0739,11.5112
11.7248,13.3388,14.7863,16.0384,17.0706,17.8628,18.3996,18.6705,18.6705,18.3996,17.8628,17.0706,16.0384,14.7863,13.3388,11.7248
11.8536,13.4986,14.9737,16.2498,17.3018,18.1092,18.6562,18.9324,18.9324,18.6562,18.1092,17.3018,16.2498,14.9737,13.4986,11.8536
11.8967,13.5519,15.0363,16.3204,17.3791,18.1915,18.7419,19.0198,19.0198,18.7419,18.1915,17.3791,16.3204,15.0363,13.5519,11.8967

Time: 199.1
7.0475,7.5390,7.9800,8.3617,8.6766,8.9184,9.0823,9.1651,9.1651,9.0823,8.9184,8.6766,8.3617,7.9800,7.5390,7.0475
7.5457,8.1568,8.7051,9.1797,9.5712,9.8719,10.0757,10.1786,10.1786,10.0757,9.8719,9.5712,9.1797,8.7051,8.1568,7.5457
8.0099,8.7325,9.3808,9.9420,10.4049,10.7603,11.0013,11.1230,11.1230,11.0013,10.7603,10.4049,9.9420,9.3808,8.7325,8.0099
8.4342,9.2586,9.9982,10.6385,11.1667,11.5722,11.8471,11.9860,11.9860,11.8471,11.5722,11.1667,10.6385,9.9982,9.2586,8.4342
8.8129,9.7282,10.5495,11.2604,11.8468,12.2971,12.6023,12.7565,12.7565,12.6023,12.2971,11.8468,11.2604,10.5495,9.7282,8.8129
9.1415,10.1357,11.0277,11.7998,12.4368,12.9259,13.2574,13.4248,13.4248,13.2574,12.9259,12.4368,11.7998,11.0277,10.1357,9.1415
9.4158,10.4758,11.4269,12.2502,12.9293,13.4508,13.8043,13.9828,13.9828,13.8043,13.4508,12.9293,12.2502,11.4269,10.4758,9.4158
9.6325,10.7446,11.7423,12.6060,13.3185,13.8656,14.2364,14.4237,14.4237,14.2364,13.8656,13.3185,12.6060,11.7423,10.7446,9.6325
9.7891,10.9388,11.9703,12.8632,13.5997,14.1653,14.5487,14.7423,14.7423,14.5487,14.1653,13.5997,12.8632,11.9703,10.9388,9.7891
9.8838,11.0562,12.1081,13.0187,13.7698,14.3465,14.7375,14.9349,14.9349,14.7375,14.3465,13.7698,13.0187,12.1081,11.0562,9.8838
9.9155,11.0955,12.1542,13.0707,13.8267,14.4072,14.8007,14.9994,14.9994,14.8007,14.4072,13.8267,13.0707,12.1542,11.0955,9.9155
