quarter years, hare pop, lynx pop
17.00,5630.5634,597.0964
17.25,5605.2788,594.3890
17.50,5583.4811,591.6960
17.75,5565.0147,589.0456
18.00,5549.7115,586.4620
18.25,5537.3930,583.9662
18.50,5527.8724,581.5754
18.75,5520.9565,579.3039
19.00,5516.4479,577.1627
19.25,5514.1468,575.1603
19.50,5513.8525,573.3027
19.75,5515.3654,571.5935
20.00,5518.4883,570.0346
20.25,5523.0280,568.6257
20.50,5528.7967,567.3653
20.75,5535.6128,566.2504
21.00,5543.3026,565.2769
21.25,5551.7004,564.4397
21.50,5560.6500,563.7329
21.75,5570.0051,563.1498
22.00,5579.6296,562.6835
22.25,5589.3982,562.3265
22.50,5599.1966,562.0710
22.75,5608.9214,561.9090
23.00,5618.4806,561.8326
23.25,5627.7927,561.8338
23.50,5636.7873,561.9046
23.75,5645.4042,562.0372
24.00,5653.5932,562.2241
24.25,5661.3136,562.4579
24.50,5668.5338,562.7317
24.75,5675.2304,563.0385
25.00,5681.3881,563.3722
25.25,5686.9985,563.7267
25.50,5692.0600,564.0964
25.75,5696.5766,564.4762
26.00,5700.5577,564.8613
26.25,5704.0172,565.2473
26.50,5706.9730,565.6304
26.75,5709.4463,566.0071
27.00,5711.4613,566.3742
27.25,5713.0441,566.7291
27.50,5714.2227,567.0695
27.75,5715.0265,567.3935
28.00,5715.4855,567.6994
28.25,5715.6302,567.9862
28.50,5715.4911,568.2528
28.75,5715.0987,568.4986
29.00,5714.4827,568.7232
29.25,5713.6720,568.9266
29.50,5712.6947,569.1089
29.75,5711.5775,569.2703
30.00,5710.3459,569.4114
30.25,5709.0239,569.5328
30.50,5707.6340,569.6353
30.75,5706.1969,569.7197
31.00,5704.7320,569.7871
31.25,5703.2566,569.8385
31.50,5701.7866,569.8750
31.75,5700.3362,569.8978
32.00,5698.9178,569.9080
32.25,5697.5425,569.9067
32.50,5696.2195,569.8953
32.75,5694.9567,569.8748
33.00,5693.7608,569.8463
33.25,5692.6367,569.8110
33.50,5691.5885,569.7699
33.75,5690.6188,569.7241
34.00,5689.7295,569.6743
34.25,5688.9212,569.6217
34.50,5688.1938,569.5669
34.75,5687.5463,569.5107
35.00,5686.9771,569.4540
35.25,5686.4839,569.3972
35.50,5686.0638,569.3409
35.75,5685.7138,569.2858
36.00,5685.4301,569.2321
36.25,5685.2088,569.1804
36.50,5685.0458,569.1309
36.75,5684.9369,569.0838
37.00,5684.8775,569.0395
37.25,5684.8634,568.9981
37.50,5684.8899,568.9597
37.75,5684.9527,568.9244
38.00,5685.0474,568.8922
38.25,5685.1700,568.8631
38.50,5685.3162,568.8371
38.75,5685.4823,568.8142
39.00,5685.6645,568.7942
39.25,5685.8594,568.7771
39.50,5686.0638,568.7628
39.75,5686.2745,568.7511
40.00,5686.4889,568.7418
40.25,5686.7044,568.7348
40.50,5686.9188,568.7300
40.75,5687.1299,568.7271
41.00,5687.3361,568.7261
41.25,5687.5358,568.7266
41.50,5687.7275,568.7287
41.75,5687.9103,568.7320
42.00,5688.0831,568.7364
42.25,5688.2453,568.7418
42.50,5688.3962,568.7480
42.75,5688.5356,568.7549
43.00,5688.6632,568.7623
43.25,5688.7790,568.7701
43.50,5688.8829,568.7782
43.75,5688.9751,568.7864
44.00,5689.0559,568.7947
44.25,5689.1257,568.8031
44.50,5689.1848,568.8113
44.75,5689.2338,568.8193
45.00,5689.2732,568.8271
45.25,5689.3036,568.8346
45.50,5689.3255,568.8418
45.75,5689.3397,568.8486
46.00,5689.3468,568.8550
46.25,5689.3474,568.8610
46.50,5689.3421,568.8665
46.75,5689.3318,568.8716
47.00,5689.3168,568.8762
47.25,5689.2979,568.8804
47.50,5689.2757,568.8841
47.75,5689.2508,568.8873
48.00,5689.2235,568.8902
48.25,5689.1946,568.8926
48.50,5689.1643,568.8946
48.75,5689.1332,568.8962
49.00,5689.1017,568.8975
49.25,5689.0701,568.8985
49.50,5689.0387,568.8991
49.75,5689.0079,568.8995
50.00,5688.9778,568.8996
50.25,5688.9488,568.8994
50.50,5688.9209,568.8991
50.75,5688.8945,568.8986
51.00,5688.8695,568.8979
51.25,5688.8460,568.8971
51.50,5688.8243,568.8961
51.75,5688.8042,568.8951
52.00,5688.7859,568.8940
52.25,5688.7694,568.8928
52.50,5688.7545,568.8916
52.75,5688.7414,568.8904
53.00,5688.7299,568.8892
53.25,5688.7200,568.8880
53.50,5688.7117,568.8868
53.75,5688.7048,568.8856
54.00,5688.6994,568.8845
54.25,5688.6952,568.8834
54.50,5688.6923,568.8824
54.75,5688.6904,568.8814
55.00,5688.6896,568.8804
55.25,5688.6897,568.8796
55.50,5688.6907,568.8788
55.75,5688.6924,568.8781
56.00,5688.6947,568.8774
56.25,5688.6976,568.8768
56.50,5688.7009,568.8763
56.75,5688.7047,568.8758
57.00,5688.7087,568.8754
57.25,5688.7130,568.8751
57.50,5688.7175,568.8748
57.75,5688.7221,568.8746
58.00,5688.7267,568.8744
58.25,5688.7313,568.8743
58.50,5688.7359,568.8742
58.75,5688.7404,568.8741
59.00,5688.7448,568.8741
59.25,5688.7490,568.8741
59.50,5688.7531,568.8742
59.75,5688.7569,568.8743
60.00,5688.7605,568.8744
60.25,5688.7639,568.8745
60.50,5688.7670,568.8747
60.75,5688.7699,568.8748
61.00,5688.7725,568.8750
61.25,5688.7749,568.8751
61.50,5688.7770,568.8753
61.75,5688.7789,568.8755
62.00,5688.7805,568.8757
62.25,5688.7819,568.8759
62.50,5688.7831,568.8760
62.75,5688.7840,568.8762
63.00,5688.7848,568.8764
63.25,5688.7854,568.8765
63.50,5688.7858,568.8767
63.75,5688.7860,568.8768
64.00,5688.7861,568.8770
64.25,5688.7860,568.8771
64.50,5688.7859,568.8772
64.75,5688.7856,568.8773
65.00,5688.7852,568.8774
65.25,5688.7848,568.8775
65.50,5688.7843,568.8776
65.75,5688.7837,568.8776
66.00,5688.7831,568.8777
66.25,5688.7825,568.8777
66.50,5688.7818,568.8778
66.75,5688.7812,568.8778
67.00,5688.7805,568.8778
67.25,5688.7798,568.8778
67.50,5688.7791,568.8778
67.75,5688.7785,568.8779
68.00,5688.7778,568.8779
68.25,5688.7772,568.8778
68.50,5688.7766,568.8778
68.75,5688.7761,568.8778
69.00,5688.7756,568.8778
69.25,5688.7751,568.8778
69.50,5688.7746,568.8778
69.75,5688.7742,568.8777
70.00,5688.7738,568.8777
70.25,5688.7735,568.8777
70.50,5688.7732,568.8777
70.75,5688.7729,568.8776
71.00,5688.7727,568.8776
71.25,5688.7725,568.8776
71.50,5688.7723,568.8776
71.75,5688.7722,568.8775
72.00,5688.7721,568.8775
72.25,5688.7720,568.8775
72.50,5688.7720,568.8775
72.75,5688.7719,568.8775
73.00,5688.7719,568.8774
73.25,5688.7719,568.8774
73.50,5688.7720,568.8774
73.75,5688.7720,568.8774
74.00,5688.7721,568.8774
74.25,5688.7721,568.8774
74.50,5688.7722,568.8773
74.75,5688.7723,568.8773
75.00,5688.7724,568.8773
75.25,5688.7725,568.8773
75.50,5688.7726,568.8773
75.75,5688.7727,568.8773
76.00,5688.7728,568.8773
76.25,5688.7729,568.8773
76.50,5688.7730,568.8773
76.75,5688.7731,568.8773
77.00,5688.7732,568.8773
77.25,5688.7732,568.8773
77.50,5688.7733,568.8773
77.75,5688.7734,568.8773
78.00,5688.7735,568.8773
78.25,5688.7736,568.8773
78.50,5688.7736,568.8773
78.75,5688.7737,568.8773
79.00,5688.7737,568.8773
79.25,5688.7738,568.8773
79.50,5688.7738,568.8773
79.75,5688.7739,568.8773
80.00,5688.7739,568.8773
80.25,5688.7739,568.8773
80.50,5688.7739,568.8773
80.75,5688.7740,568.8773
81.00,5688.7740,568.8774
81.25,5688.7740,568.8774
81.50,5688.7740,568.8774
81.75,5688.7740,568.8774
82.00,5688.7740,568.8774
82.25,5688.7740,568.8774
82.50,5688.7740,568.8774
82.75,5688.7740,568.8774
83.00,5688.7740,568.8774
83.25,5688.7740,568.8774
83.50,5688.7740,568.8774
83.75,5688.7739,568.8774
84.00,5688.7739,568.8774
84.25,5688.7739,568.8774
84.50,5688.7739,568.8774
84.75,5688.7739,568.8774
85.00,5688.7739,568.8774
85.25,5688.7739,568.8774
85.50,5688.7738,568.8774
85.75,5688.7738,568.8774
86.00,5688.7738,568.8774
86.25,5688.7738,568.8774
86.50,5688.7738,568.8774
86.75,5688.7738,568.8774
87.00,5688.7738,568.8774
87.25,5688.7738,568.8774
87.50,5688.7738,568.8774
87.75,5688.7737,568.8774
88.00,5688.7737,568.8774
88.25,5688.7737,568.8774
88.50,5688.7737,568.8774
88.75,5688.7737,568.8774
89.00,5688.7737,568.8774
89.25,5688.7737,568.8774
89.50,5688.7737,568.8774
89.75,5688.7737,568.8774
90.00,5688.7737,568.8774
90.25,5688.7737,568.8774
90.50,5688.7737,568.8774
90.75,5688.7737,568.8774
91.00,5688.7737,568.8774
91.25,5688.7737,568.8774
91.50,5688.7737,568.8774
91.75,5688.7737,568.8774
92.00,5688.7737,568.8774
92.25,5688.7737,568.8774
92.50,5688.7737,568.8774
92.75,5688.7737,568.8774
93.00,5688.7737,568.8774
93.25,5688.7737,568.8774
93.50,5688.7737,568.8774
93.75,5688.7737,568.8774
94.00,5688.7737,568.8774
94.25,5688.7737,568.8774
94.50,5688.7737,568.8774
94.75,5688.7737,568.8774
95.00,5688.7737,568.8774
95.25,5688.7737,568.8774
95.50,5688.7737,568.8774
95.75,5688.7737,568.8774
96.00,5688.7737,568.8774
96.25,5688.7737,568.8774
96.50,5688.7737,568.8774
96.75,5688.7737,568.8774
97.00,5688.7737,568.8774
97.25,5688.7737,568.8774
97.50,5688.7737,568.8774
97.75,5688.7737,568.8774
98.00,5688.7737,568.8774
98.25,5688.7737,568.8774
98.50,5688.7737,568.8774
98.75,5688.7737,568.8774
99.00,5688.7737,568.8774
99.25,5688.7737,568.8774
99.50,5688.7737,568.8774
99.75,5688.7737,568.8774
100.00,5688.7737,568.8774
