quarter years, hare pop, lynx pop
24.25,4017.7020,263.8009
24.50,4061.6681,270.5952
24.75,4094.0975,277.3692
25.00,4114.6266,284.0784
25.25,4123.0197,290.6744
25.50,4119.1646,297.1055
25.75,4103.0679,303.3163
26.00,4074.8476,309.2482
26.25,4034.7264,314.8397
26.50,3983.0244,320.0269
26.75,3920.1529,324.7439
27.00,3846.6100,328.9234
27.25,3762.9766,332.4980
27.50,3669.9157,335.4006
27.75,3568.1727,337.5660
28.00,3458.5782,338.9319
28.25,3342.0520,339.4410
28.50,3219.6087,339.0421
28.75,3092.3637,337.6931
29.00,2961.5389,335.3624
29.25,2828.4658,332.0325
29.50,2694.5839,327.7020
29.75,2561.4329,322.3895
30.00,2430.6327,316.1361
30.25,2303.8513,309.0080
30.50,2182.7554,301.0989
30.75,2068.9461,292.5302
31.00,1963.8821,283.4491
31.25,1868.8004,274.0249
31.50,1784.6458,264.4413
31.75,1712.0239,254.8865
32.00,1651.1875,245.5423
32.25,1602.0601,236.5727
32.50,1564.2900,228.1150
32.75,1537.3232,220.2747
33.00,1520.4806,213.1239
33.25,1513.0275,206.7032
33.50,1514.2282,201.0267
33.75,1523.3836,196.0877
34.00,1539.8541,191.8642
34.25,1563.0691,188.3245
34.50,1592.5287,185.4313
34.75,1627.7993,183.1452
35.00,1668.5059,181.4267
35.25,1714.3220,180.2380
35.50,1764.9602,179.5436
35.75,1820.1608,179.3111
36.00,1879.6821,179.5110
36.25,1943.2898,180.1167
36.50,2010.7480,181.1047
36.75,2081.8097,182.4537
37.00,2156.2085,184.1448
37.25,2233.6509,186.1609
37.50,2313.8093,188.4864
37.75,2396.3161,191.1071
38.00,2480.7593,194.0095
38.25,2566.6792,197.1807
38.50,2653.5669,200.6082
38.75,2740.8649,204.2794
39.00,2827.9690,208.1815
39.25,2914.2332,212.3011
39.50,2998.9755,216.6242
39.75,3081.4864,221.1355
40.00,3161.0387,225.8187
40.25,3236.8985,230.6560
40.50,3308.3373,235.6281
40.75,3374.6442,240.7137
41.00,3435.1384,245.8896
41.25,3489.1810,251.1306
41.50,3536.1859,256.4093
41.75,3575.6291,261.6958
42.00,3607.0567,266.9581
42.25,3630.0913,272.1617
42.50,3644.4365,277.2701
42.75,3649.8795,282.2443
43.00,3646.2925,287.0432
43.25,3633.6331,291.6240
43.50,3611.9428,295.9422
43.75,3581.3463,299.9519
44.00,3542.0488,303.6067
44.25,3494.3346,306.8595
44.50,3438.5648,309.6635
44.75,3375.1764,311.9730
45.00,3304.6807,313.7438
45.25,3227.6632,314.9347
45.50,3144.7829,315.5078
45.75,3056.7725,315.4303
46.00,2964.4378,314.6755
46.25,2868.6567,313.2240
46.50,2770.3764,311.0655
46.75,2670.6084,308.1999
47.00,2570.4199,304.6392
47.25,2470.9210,300.4084
47.50,2373.2460,295.5469
47.75,2278.5295,290.1089
48.00,2187.8766,284.1640
48.25,2102.3288,277.7956
48.50,2022.8281,271.0999
48.75,1950.1825,264.1828
49.00,1885.0383,257.1557
49.25,1827.8615,250.1316
49.50,1778.9322,243.2198
49.75,1738.3524,236.5211
50.00,1706.0650,230.1243
50.25,1681.8821,224.1032
50.50,1665.5169,218.5154
50.75,1656.6157,213.4022
51.00,1654.7869,208.7898
51.25,1659.6247,204.6912
51.50,1670.7269,201.1088
51.75,1687.7068,198.0360
52.00,1710.2007,195.4605
52.25,1737.8703,193.3655
52.50,1770.4028,191.7317
52.75,1807.5088,190.5384
53.00,1848.9181,189.7646
53.25,1894.3747,189.3895
53.50,1943.6321,189.3931
53.75,1996.4468,189.7563
54.00,2052.5729,190.4612
54.25,2111.7564,191.4909
54.50,2173.7301,192.8297
54.75,2238.2081,194.4626
55.00,2304.8819,196.3756
55.25,2373.4164,198.5554
55.50,2443.4474,200.9890
55.75,2514.5793,203.6637
56.00,2586.3844,206.5670
56.25,2658.4036,209.6861
56.50,2730.1478,213.0080
56.75,2801.1005,216.5193
57.00,2870.7229,220.2059
57.25,2938.4583,224.0528
57.50,3003.7391,228.0440
57.75,3065.9940,232.1625
58.00,3124.6558,236.3898
58.25,3179.1700,240.7064
58.50,3229.0030,245.0908
58.75,3273.6506,249.5203
59.00,3312.6456,253.9703
59.25,3345.5654,258.4147
59.50,3372.0381,262.8257
59.75,3391.7477,267.1736
60.00,3404.4391,271.4273
60.25,3409.9208,275.5542
60.50,3408.0677,279.5202
60.75,3398.8224,283.2901
61.00,3382.1960,286.8278
61.25,3358.2679,290.0966
61.50,3327.1857,293.0593
61.75,3289.1645,295.6792
62.00,3244.4858,297.9201
62.25,3193.4967,299.7470
62.50,3136.6087,301.1270
62.75,3074.2967,302.0295
63.00,3007.0978,302.4274
63.25,2935.6094,302.2978
63.50,2860.4875,301.6230
63.75,2782.4433,300.3914
64.00,2702.2393,298.5981
64.25,2620.6829,296.2466
64.50,2538.6182,293.3489
64.75,2456.9150,289.9267
65.00,2376.4550,286.0118
65.25,2298.1146,281.6460
65.50,2222.7456,276.8816
65.75,2151.1534,271.7799
66.00,2084.0759,266.4106
66.25,2022.1622,260.8496
66.50,1965.9560,255.1770
66.75,1915.8835,249.4742
67.00,1872.2474,243.8211
67.25,1835.2286,238.2932
67.50,1804.8942,232.9595
67.75,1781.2106,227.8802
68.00,1764.0605,223.1058
68.25,1753.2615,218.6761
68.50,1748.5839,214.6210
68.75,1749.7671,210.9606
69.00,1756.5339,207.7068
69.25,1768.6009,204.8641
69.50,1785.6861,202.4313
69.75,1807.5142,200.4024
70.00,1833.8191,198.7683
70.25,1864.3443,197.5175
70.50,1898.8423,196.6369
70.75,1937.0723,196.1124
71.00,1978.7977,195.9298
71.25,2023.7826,196.0746
71.50,2071.7882,196.5327
71.75,2122.5694,197.2901
72.00,2175.8709,198.3334
72.25,2231.4237,199.6497
72.50,2288.9423,201.2261
72.75,2348.1220,203.0504
73.00,2408.6367,205.1103
73.25,2470.1379,207.3938
73.50,2532.2535,209.8887
73.75,2594.5887,212.5827
74.00,2656.7268,215.4632
74.25,2718.2312,218.5172
74.50,2778.6487,221.7312
74.75,2837.5129,225.0907
75.00,2894.3493,228.5807
75.25,2948.6803,232.1852
75.50,3000.0312,235.8870
75.75,3047.9365,239.6680
76.00,3091.9462,243.5088
76.25,3131.6321,247.3886
76.50,3166.5944,251.2856
76.75,3196.4673,255.1764
77.00,3220.9245,259.0365
77.25,3239.6841,262.8398
77.50,3252.5124,266.5594
77.75,3259.2276,270.1670
78.00,3259.7022,273.6333
78.25,3253.8653,276.9283
78.50,3241.7037,280.0214
78.75,3223.2625,282.8817
79.00,3198.6457,285.4780
79.25,3168.0160,287.7797
79.50,3131.5941,289.7570
79.75,3089.6586,291.3810
80.00,3042.5441,292.6248
80.25,2990.6409,293.4637
80.50,2934.3930,293.8758
80.75,2874.2960,293.8430
81.00,2810.8952,293.3513
81.25,2744.7818,292.3916
81.50,2676.5888,290.9604
81.75,2606.9855,289.0606
82.00,2536.6702,286.7020
82.25,2466.3616,283.9018
82.50,2396.7883,280.6845
82.75,2328.6757,277.0829
83.00,2262.7323,273.1371
83.25,2199.6349,268.8944
83.50,2140.0126,264.4082
83.75,2084.4326,259.7372
84.00,2033.3876,254.9435
84.25,1987.2857,250.0909
84.50,1946.4449,245.2431
84.75,1911.0911,240.4617
85.00,1881.3611,235.8044
85.25,1857.3089,231.3234
85.50,1838.9157,227.0646
85.75,1826.1006,223.0664
86.00,1818.7335,219.3600
86.25,1816.6466,215.9690
86.50,1819.6454,212.9103
86.75,1827.5179,210.1947
87.00,1840.0419,207.8274
87.25,1856.9909,205.8093
87.50,1878.1374,204.1377
87.75,1903.2552,202.8070
88.00,1932.1200,201.8095
88.25,1964.5096,201.1360
88.50,2000.2020,200.7762
88.75,2038.9743,200.7193
89.00,2080.6001,200.9540
89.25,2124.8475,201.4687
89.50,2171.4762,202.2521
89.75,2220.2352,203.2926
90.00,2270.8610,204.5789
90.25,2323.0748,206.0997
90.50,2376.5817,207.8435
90.75,2431.0692,209.7991
91.00,2486.2069,211.9549
91.25,2541.6464,214.2993
91.50,2597.0222,216.8202
91.75,2651.9531,219.5053
92.00,2706.0445,222.3417
92.25,2758.8913,225.3158
92.50,2810.0810,228.4135
92.75,2859.1985,231.6198
93.00,2905.8299,234.9189
93.25,2949.5680,238.2940
93.50,2990.0169,241.7273
93.75,3026.7979,245.2001
94.00,3059.5540,248.6924
94.25,3087.9554,252.1833
94.50,3111.7040,255.6508
94.75,3130.5376,259.0718
95.00,3144.2340,262.4223
95.25,3152.6142,265.6774
95.50,3155.5451,268.8113
95.75,3152.9417,271.7977
96.00,3144.7688,274.6099
96.25,3131.0419,277.2209
96.50,3111.8285,279.6037
96.75,3087.2474,281.7318
97.00,3057.4696,283.5793
97.25,3022.7169,285.1213
97.50,2983.2618,286.3346
97.75,2939.4261,287.1978
98.00,2891.5795,287.6921
98.25,2840.1376,287.8014
98.50,2785.5597,287.5136
98.75,2728.3455,286.8202
99.00,2669.0316,285.7175
99.25,2608.1863,284.2069
99.50,2546.4040,282.2955
99.75,2484.2980,279.9961
100.00,2422.4920,277.3278
