quarter years, hare pop, lynx pop
29.50,4229.8302,414.7874
29.75,4189.7374,415.3902
30.00,4147.9627,415.6567
30.25,4104.8904,415.5920
30.50,4060.8983,415.2045
30.75,4016.3560,414.5056
31.00,3971.6217,413.5094
31.25,3927.0407,412.2329
31.50,3882.9429,410.6954
31.75,3839.6416,408.9184
32.00,3797.4317,406.9252
32.25,3756.5879,404.7406
32.50,3717.3646,402.3906
32.75,3679.9938,399.9020
33.00,3644.6852,397.3019
33.25,3611.6251,394.6175
33.50,3580.9767,391.8760
33.75,3552.8792,389.1036
34.00,3527.4488,386.3261
34.25,3504.7780,383.5677
34.50,3484.9368,380.8516
34.75,3467.9728,378.1995
35.00,3453.9122,375.6310
35.25,3442.7603,373.1645
35.50,3434.5024,370.8161
35.75,3429.1049,368.6001
36.00,3426.5163,366.5290
36.25,3426.6676,364.6134
36.50,3429.4739,362.8620
36.75,3434.8354,361.2817
37.00,3442.6377,359.8776
37.25,3452.7536,358.6535
37.50,3465.0435,357.6113
37.75,3479.3567,356.7515
38.00,3495.5323,356.0736
38.25,3513.4004,355.5754
38.50,3532.7830,355.2540
38.75,3553.4954,355.1050
39.00,3575.3469,355.1233
39.25,3598.1428,355.3029
39.50,3621.6852,355.6370
39.75,3645.7745,356.1181
40.00,3670.2109,356.7378
40.25,3694.7958,357.4874
40.50,3719.3336,358.3577
40.75,3743.6329,359.3387
41.00,3767.5081,360.4203
41.25,3790.7809,361.5920
41.50,3813.2819,362.8429
41.75,3834.8516,364.1621
42.00,3855.3422,365.5383
42.25,3874.6179,366.9602
42.50,3892.5570,368.4165
42.75,3909.0516,369.8958
43.00,3924.0090,371.3868
43.25,3937.3520,372.8784
43.50,3949.0193,374.3598
43.75,3958.9653,375.8204
44.00,3967.1605,377.2497
44.25,3973.5910,378.6380
44.50,3978.2581,379.9760
44.75,3981.1780,381.2546
45.00,3982.3811,382.4658
45.25,3981.9110,383.6019
45.50,3979.8240,384.6560
45.75,3976.1877,385.6220
46.00,3971.0803,386.4946
46.25,3964.5894,387.2693
46.50,3956.8110,387.9426
46.75,3947.8481,388.5116
47.00,3937.8098,388.9746
47.25,3926.8100,389.3307
47.50,3914.9663,389.5798
47.75,3902.3991,389.7229
48.00,3889.2299,389.7616
48.25,3875.5812,389.6986
48.50,3861.5745,389.5372
48.75,3847.3301,389.2815
49.00,3832.9659,388.9363
49.25,3818.5965,388.5071
49.50,3804.3326,387.9999
49.75,3790.2804,387.4211
50.00,3776.5405,386.7777
50.25,3763.2080,386.0769
50.50,3750.3713,385.3262
50.75,3738.1123,384.5333
51.00,3726.5056,383.7061
51.25,3715.6185,382.8523
51.50,3705.5105,381.9798
51.75,3696.2335,381.0962
52.00,3687.8313,380.2091
52.25,3680.3398,379.3256
52.50,3673.7870,378.4527
52.75,3668.1932,377.5971
53.00,3663.5707,376.7650
53.25,3659.9243,375.9623
53.50,3657.2516,375.1942
53.75,3655.5428,374.4656
54.00,3654.7815,373.7810
54.25,3654.9448,373.1441
54.50,3656.0034,372.5584
54.75,3657.9225,372.0266
55.00,3660.6619,371.5510
55.25,3664.1763,371.1335
55.50,3668.4160,370.7753
55.75,3673.3274,370.4771
56.00,3678.8533,370.2392
56.25,3684.9334,370.0616
56.50,3691.5050,369.9434
56.75,3698.5034,369.8838
57.00,3705.8625,369.8813
57.25,3713.5151,369.9341
57.50,3721.3936,370.0400
57.75,3729.4307,370.1966
58.00,3737.5595,370.4010
58.25,3745.7144,370.6504
58.50,3753.8312,370.9414
58.75,3761.8479,371.2706
59.00,3769.7049,371.6343
59.25,3777.3455,372.0289
59.50,3784.7163,372.4503
59.75,3791.7676,372.8948
60.00,3798.4535,373.3581
60.25,3804.7322,373.8363
60.50,3810.5666,374.3254
60.75,3815.9239,374.8213
61.00,3820.7763,375.3202
61.25,3825.1006,375.8180
61.50,3828.8786,376.3111
61.75,3832.0970,376.7959
62.00,3834.7473,377.2689
62.25,3836.8258,377.7268
62.50,3838.3335,378.1666
62.75,3839.2759,378.5853
63.00,3839.6627,378.9804
63.25,3839.5079,379.3495
63.50,3838.8293,379.6904
63.75,3837.6483,380.0014
64.00,3835.9895,380.2809
64.25,3833.8807,380.5276
64.50,3831.3523,380.7406
64.75,3828.4370,380.9190
65.00,3825.1695,381.0627
65.25,3821.5862,381.1713
65.50,3817.7249,381.2452
65.75,3813.6242,381.2847
66.00,3809.3234,381.2905
66.25,3804.8622,381.2636
66.50,3800.2802,381.2052
66.75,3795.6166,381.1166
67.00,3790.9102,380.9995
67.25,3786.1985,380.8557
67.50,3781.5183,380.6870
67.75,3776.9047,380.4956
68.00,3772.3911,380.2836
68.25,3768.0094,380.0535
68.50,3763.7892,379.8074
68.75,3759.7580,379.5479
69.00,3755.9409,379.2775
69.25,3752.3607,378.9985
69.50,3749.0376,378.7135
69.75,3745.9892,378.4249
70.00,3743.2305,378.1350
70.25,3740.7738,377.8462
70.50,3738.6287,377.5607
70.75,3736.8021,377.2806
71.00,3735.2982,377.0080
71.25,3734.1189,376.7447
71.50,3733.2632,376.4925
71.75,3732.7279,376.2530
72.00,3732.5073,376.0277
72.25,3732.5936,375.8179
72.50,3732.9769,375.6247
72.75,3733.6452,375.4491
73.00,3734.5848,375.2919
73.25,3735.7803,375.1537
73.50,3737.2147,375.0350
73.75,3738.8699,374.9361
74.00,3740.7264,374.8572
74.25,3742.7638,374.7983
74.50,3744.9611,374.7591
74.75,3747.2964,374.7393
75.00,3749.7477,374.7386
75.25,3752.2924,374.7563
75.50,3754.9081,374.7917
75.75,3757.5724,374.8441
76.00,3760.2632,374.9124
76.25,3762.9589,374.9957
76.50,3765.6384,375.0929
76.75,3768.2814,375.2028
77.00,3770.8686,375.3241
77.25,3773.3814,375.4557
77.50,3775.8026,375.5962
77.75,3778.1162,375.7442
78.00,3780.3074,375.8984
78.25,3782.3628,376.0574
78.50,3784.2704,376.2199
78.75,3786.0201,376.3845
79.00,3787.6028,376.5498
79.25,3789.0113,376.7146
79.50,3790.2399,376.8777
79.75,3791.2844,377.0377
80.00,3792.1424,377.1937
80.25,3792.8128,377.3444
80.50,3793.2960,377.4889
80.75,3793.5941,377.6263
81.00,3793.7102,377.7557
81.25,3793.6490,377.8763
81.50,3793.4165,377.9875
81.75,3793.0195,378.0887
82.00,3792.4663,378.1794
82.25,3791.7659,378.2593
82.50,3790.9282,378.3279
82.75,3789.9640,378.3851
83.00,3788.8845,378.4309
83.25,3787.7018,378.4652
83.50,3786.4280,378.4880
83.75,3785.0760,378.4996
84.00,3783.6586,378.5002
84.25,3782.1887,378.4902
84.50,3780.6794,378.4698
84.75,3779.1435,378.4396
85.00,3777.5939,378.4002
85.25,3776.0428,378.3520
85.50,3774.5023,378.2958
85.75,3772.9842,378.2323
86.00,3771.4993,378.1621
86.25,3770.0581,378.0860
86.50,3768.6706,378.0047
86.75,3767.3457,377.9191
87.00,3766.0918,377.8300
87.25,3764.9163,377.7381
87.50,3763.8261,377.6443
87.75,3762.8269,377.5494
88.00,3761.9236,377.4541
88.25,3761.1203,377.3591
88.50,3760.4202,377.2653
88.75,3759.8255,377.1732
89.00,3759.3376,377.0837
89.25,3758.9570,376.9972
89.50,3758.6835,376.9143
89.75,3758.5158,376.8356
90.00,3758.4520,376.7616
90.25,3758.4895,376.6927
90.50,3758.6250,376.6293
90.75,3758.8543,376.5717
91.00,3759.1730,376.5201
91.25,3759.5757,376.4748
91.50,3760.0569,376.4360
91.75,3760.6105,376.4037
92.00,3761.2299,376.3780
92.25,3761.9084,376.3588
92.50,3762.6391,376.3462
92.75,3763.4145,376.3400
93.00,3764.2275,376.3402
93.25,3765.0704,376.3463
93.50,3765.9361,376.3584
93.75,3766.8169,376.3760
94.00,3767.7057,376.3989
94.25,3768.5953,376.4268
94.50,3769.4788,376.4592
94.75,3770.3496,376.4958
95.00,3771.2013,376.5362
95.25,3772.0278,376.5799
95.50,3772.8235,376.6265
95.75,3773.5832,376.6756
96.00,3774.3021,376.7268
96.25,3774.9758,376.7794
96.50,3775.6005,376.8332
96.75,3776.1728,376.8876
97.00,3776.6898,376.9422
97.25,3777.1493,376.9966
97.50,3777.5494,377.0504
97.75,3777.8888,377.1031
98.00,3778.1667,377.1545
98.25,3778.3828,377.2040
98.50,3778.5374,377.2515
98.75,3778.6311,377.2966
99.00,3778.6649,377.3390
99.25,3778.6406,377.3785
99.50,3778.5599,377.4149
99.75,3778.4254,377.4480
100.00,3778.2396,377.4775
